99 , 43 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
98 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 42 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
99 , 42 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
99 , 42 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 42 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
99 , 44 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
100 , 43 , 27.50 , 0 , 0 
100 , 44 , 27.50 , 0 , 0 
100 , 42 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
99 , 42 , 27.50 , 0 , 0 
99 , 43 , 27.50 , 0 , 0 
