99,43,27,0,0
98,43,27,0,0
98,43,27,0,0
99,44,27,0,0
98,43,27,0,0
98,43,27,0,0
99,44,27,0,0
98,43,27,0,0
98,43,27,0,0
99,43,27,0,0
99,43,27,0,0
100,44,27,0,0
99,43,27,0,0
100,43,27,0,0
100,44,27,0,0
100,43,27,0,0
99,43,27,0,0
100,44,27,0,0
100,44,27,0,0
100,44,27,0,0
100,43,27,0,0
100,43,27,0,0
100,43,27,0,0
99,43,27,0,0
100,43,27,0,0
100,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
100,44,29,0,0
100,44,29,0,0
100,44,29,0,0
100,44,29,0,0
100,43,29,0,0
99,43,29,0,0
100,44,29,0,0
100,44,29,0,0
99,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,44,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
99,44,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
100,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,44,29,0,0
100,43,29,0,0
99,43,29,0,0
100,44,29,0,0
100,44,29,0,0
99,44,29,0,0
100,43,29,0,0
100,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
100,43,29,0,0
100,43,29,0,0
100,42,29,0,0
100,43,29,0,0
99,42,29,0,0
100,42,29,0,0
100,42,29,0,0
100,44,29,0,0
100,42,29,0,0
99,42,29,0,0
100,43,29,0,0
100,44,29,0,0
99,42,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
100,44,29,0,0
100,43,29,0,0
100,43,27,0,0
100,43,27,0,0
99,42,27,0,0
100,43,27,0,0
99,43,27,0,0
100,43,27,0,0
100,43,27,0,0
99,43,27,0,0
100,43,27,0,0
100,43,29,0,0
100,43,29,0,0
100,43,29,0,0
99,43,29,0,0
99,43,29,0,0
100,43,29,0,0
99,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,42,24,0,0
100,43,24,0,0
100,44,24,0,0
100,42,24,0,0
99,43,24,0,0
99,42,24,0,0
99,43,24,0,0
100,42,24,0,0
100,44,24,0,8
100,43,24,0,0
100,43,24,0,9
100,42,24,0,0
99,43,24,0,0
100,43,24,0,10
100,43,24,0,0
100,42,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
99,42,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,11
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
99,43,24,0,0
98,43,24,0,0
99,43,24,0,0
99,44,24,0,0
99,43,24,0,0
98,44,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,12
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,45,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,44,24,0,0
100,42,24,0,0
100,42,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,42,24,0,0
100,44,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,43,24,0,0
99,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,44,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,42,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,42,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,42,24,0,0
100,44,24,0,0
100,42,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
99,43,24,0,0
99,44,24,0,0
100,43,24,0,0
99,43,24,0,0
99,43,24,0,0
99,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,13
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,42,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,44,24,0,0
100,44,24,0,0
99,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
99,45,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
99,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,14
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
99,45,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
99,43,24,0,0
99,44,24,0,0
100,44,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
99,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,45,24,0,0
100,45,24,0,0
99,45,24,0,0
100,44,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,43,24,0,0
100,43,24,0,0
99,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
99,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,43,24,0,0
100,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
99,44,24,0,0
100,43,24,0,0
100,44,24,0,0
100,44,24,0,0
100,44,24,0,0
99,44,24,0,0
99,45,24,0,0
100,45,24,0,0
99,44,24,0,0
100,44,24,0,0
100,46,24,0,0
100,45,24,0,0
100,46,24,0,0
100,47,24,0,0
100,48,24,0,15
100,49,24,0,0
100,0,24,1,0
100,26,24,0,0
100,32,24,0,0
100,36,24,0,0
100,42,24,0,0
100,48,24,0,0
100,52,24,0,0
100,57,24,0,0
100,60,24,0,0
100,63,24,0,0
99,64,24,0,0
100,66,24,0,0
100,66,24,0,0
99,67,24,0,0
100,68,24,0,0
100,69,24,0,0
100,69,24,0,0
100,69,24,0,0
100,69,24,0,0
100,68,24,0,0
99,68,24,0,0
100,66,24,0,0
100,66,24,0,0
100,64,24,0,0
